DATE,TICKER,RET,EuropePresence,PostGDPR,Interaction
30/12/2016,NOW,-0.008006,0,1,0
03/01/2017,NOW,0.017756,0,1,0
04/01/2017,NOW,0.041898,0,1,0
05/01/2017,NOW,0.003806,0,1,0
06/01/2017,NOW,0.037533,0,1,0
09/01/2017,NOW,-0.001218,0,1,0
10/01/2017,NOW,-0.004024,0,1,0
11/01/2017,NOW,0.027305,0,1,0
12/01/2017,NOW,-0.005244,0,1,0
13/01/2017,NOW,0.000839,0,1,0
17/01/2017,NOW,-0.02538,0,1,0
18/01/2017,NOW,0.017688,0,1,0
19/01/2017,NOW,-0.001811,0,1,0
20/01/2017,NOW,0.008464,0,1,0
23/01/2017,NOW,-0.001799,0,1,0
24/01/2017,NOW,0.008649,0,1,0
25/01/2017,NOW,0.028463,0,1,0
26/01/2017,NOW,0.036128,0,1,0
27/01/2017,NOW,0.006817,0,1,0
30/01/2017,NOW,0.000333,0,1,0
31/01/2017,NOW,0.005548,0,1,0
01/02/2017,NOW,-0.010152,0,1,0
02/02/2017,NOW,-0.009365,0,1,0
03/02/2017,NOW,0.006865,0,1,0
06/02/2017,NOW,0.011512,0,1,0
07/02/2017,NOW,0.001768,0,1,0
08/02/2017,NOW,-0.006287,0,1,0
09/02/2017,NOW,0.024531,0,1,0
10/02/2017,NOW,0.001733,0,1,0
13/02/2017,NOW,-0.007787,0,1,0
14/02/2017,NOW,0.012535,0,1,0
15/02/2017,NOW,0.011627,0,1,0
16/02/2017,NOW,-0.02256,0,1,0
17/02/2017,NOW,0.00969,0,1,0
21/02/2017,NOW,0.004744,0,1,0
22/02/2017,NOW,-0.002146,0,1,0
23/02/2017,NOW,-0.003549,0,1,0
24/02/2017,NOW,-0.008958,0,1,0
27/02/2017,NOW,-0.044326,0,1,0
28/02/2017,NOW,-0.009459,0,1,0
01/03/2017,NOW,0.022665,0,1,0
02/03/2017,NOW,-0.028687,0,1,0
03/03/2017,NOW,0.001506,0,1,0
06/03/2017,NOW,-0.002429,0,1,0
07/03/2017,NOW,0.009274,0,1,0
08/03/2017,NOW,0.002642,0,1,0
09/03/2017,NOW,0.006186,0,1,0
10/03/2017,NOW,0.002277,0,1,0
13/03/2017,NOW,0.006929,0,1,0
14/03/2017,NOW,-0.013199,0,1,0
15/03/2017,NOW,0.010747,0,1,0
16/03/2017,NOW,0.004411,0,1,0
17/03/2017,NOW,-0.001014,0,1,0
20/03/2017,NOW,-0.006764,0,1,0
21/03/2017,NOW,-0.047441,0,1,0
22/03/2017,NOW,0.013225,0,1,0
23/03/2017,NOW,-0.007526,0,1,0
24/03/2017,NOW,0.004858,0,1,0
27/03/2017,NOW,0.000708,0,1,0
28/03/2017,NOW,0.013314,0,1,0
29/03/2017,NOW,0.018721,0,1,0
30/03/2017,NOW,-0.007648,0,1,0
31/03/2017,NOW,0.006096,0,1,0
03/04/2017,NOW,-0.014291,0,1,0
04/04/2017,NOW,-0.010786,0,1,0
05/04/2017,NOW,0.004338,0,1,0
06/04/2017,NOW,0.006187,0,1,0
07/04/2017,NOW,-0.001972,0,1,0
10/04/2017,NOW,-0.005696,0,1,0
11/04/2017,NOW,-0.001637,0,1,0
12/04/2017,NOW,-0.01054,0,1,0
13/04/2017,NOW,0.001775,0,1,0
17/04/2017,NOW,0.020912,0,1,0
18/04/2017,NOW,0.013771,0,1,0
19/04/2017,NOW,0.006279,0,1,0
20/04/2017,NOW,0.001248,0,1,0
21/04/2017,NOW,0.00068,0,1,0
24/04/2017,NOW,0.012455,0,1,0
25/04/2017,NOW,0.00917,0,1,0
26/04/2017,NOW,0.007535,0,1,0
27/04/2017,NOW,0.037506,0,1,0
28/04/2017,NOW,0.00159,0,1,0
01/05/2017,NOW,0.004763,0,1,0
04/01/2016,PANW,-0.026229,0,0,0
05/01/2016,PANW,-0.005597,0,0,0
06/01/2016,PANW,-0.019055,0,0,0
07/01/2016,PANW,-0.019305,0,0,0
08/01/2016,PANW,-0.008167,0,0,0
11/01/2016,PANW,-0.004424,0,0,0
12/01/2016,PANW,-0.003888,0,0,0
13/01/2016,PANW,-0.04579,0,0,0
14/01/2016,PANW,0.033247,0,0,0
15/01/2016,PANW,-0.027024,0,0,0
19/01/2016,PANW,-0.036042,0,0,0
20/01/2016,PANW,-0.01568,0,0,0
21/01/2016,PANW,-0.015657,0,0,0
22/01/2016,PANW,0.026971,0,0,0
25/01/2016,PANW,-0.012997,0,0,0
26/01/2016,PANW,0.011599,0,0,0
27/01/2016,PANW,-0.012949,0,0,0
28/01/2016,PANW,-0.044892,0,0,0
29/01/2016,PANW,0.069466,0,0,0
01/02/2016,PANW,0.007091,0,0,0
02/02/2016,PANW,-0.030023,0,0,0
03/02/2016,PANW,-0.008765,0,0,0
04/02/2016,PANW,0.003731,0,0,0
05/02/2016,PANW,-0.122376,0,0,0
08/02/2016,PANW,-0.092699,0,0,0
09/02/2016,PANW,0.020486,0,0,0
10/02/2016,PANW,0.01999,0,0,0
11/02/2016,PANW,0.032802,0,0,0
12/02/2016,PANW,-0.005066,0,0,0
16/02/2016,PANW,0.032326,0,0,0
17/02/2016,PANW,0.038594,0,0,0
18/02/2016,PANW,-0.072435,0,0,0
19/02/2016,PANW,0.033317,0,0,0
22/02/2016,PANW,0.023435,0,0,0
23/02/2016,PANW,-0.020209,0,0,0
24/02/2016,PANW,0.003372,0,0,0
25/02/2016,PANW,0.09653,0,0,0
26/02/2016,PANW,0.052035,0,0,0
29/02/2016,PANW,-0.018971,0,0,0
01/03/2016,PANW,0.02659,0,0,0
02/03/2016,PANW,-0.003498,0,0,0
03/03/2016,PANW,0.02633,0,0,0
04/03/2016,PANW,-0.006907,0,0,0
07/03/2016,PANW,0.022985,0,0,0
08/03/2016,PANW,-0.01172,0,0,0
09/03/2016,PANW,0.003407,0,0,0
10/03/2016,PANW,-0.015671,0,0,0
11/03/2016,PANW,0.046899,0,0,0
14/03/2016,PANW,-0.018059,0,0,0
15/03/2016,PANW,-0.010583,0,0,0
16/03/2016,PANW,0.009,0,0,0
17/03/2016,PANW,-0.006593,0,0,0
18/03/2016,PANW,0.013273,0,0,0
21/03/2016,PANW,-0.00533,0,0,0
22/03/2016,PANW,0.022789,0,0,0
23/03/2016,PANW,-0.021713,0,0,0
24/03/2016,PANW,0.004774,0,0,0
28/03/2016,PANW,0.002954,0,0,0
29/03/2016,PANW,0.019912,0,0,0
30/03/2016,PANW,0.016886,0,0,0
31/03/2016,PANW,0.007099,0,0,0
01/04/2016,PANW,-0.012382,0,0,0
04/04/2016,PANW,0.002917,0,0,0
05/04/2016,PANW,-0.059843,0,0,0
06/04/2016,PANW,0.041469,0,0,0
07/04/2016,PANW,-0.054481,0,0,0
08/04/2016,PANW,-0.011698,0,0,0
11/04/2016,PANW,-0.050118,0,0,0
12/04/2016,PANW,-0.009969,0,0,0
13/04/2016,PANW,0.021864,0,0,0
14/04/2016,PANW,-0.009642,0,0,0
15/04/2016,PANW,-0.000355,0,0,0
18/04/2016,PANW,0.006256,0,0,0
19/04/2016,PANW,-0.008902,0,0,0
20/04/2016,PANW,0.000214,0,0,0
21/04/2016,PANW,0.04376,0,0,0
22/04/2016,PANW,0.014135,0,0,0
25/04/2016,PANW,0.013399,0,0,0
26/04/2016,PANW,0.001927,0,0,0
27/04/2016,PANW,0.034549,0,1,0
28/04/2016,PANW,-0.029293,0,1,0
29/04/2016,PANW,-0.003764,0,1,0
02/05/2016,PANW,0.006695,0,1,0
03/05/2016,PANW,-0.032065,0,1,0
04/05/2016,PANW,-0.033603,0,1,0
05/05/2016,PANW,-0.009714,0,1,0
06/05/2016,PANW,-0.032341,0,1,0
09/05/2016,PANW,0.022844,0,1,0
10/05/2016,PANW,0.008546,0,1,0
11/05/2016,PANW,-0.006764,0,1,0
12/05/2016,PANW,-0.071403,0,1,0
13/05/2016,PANW,0.011117,0,1,0
16/05/2016,PANW,0.028785,0,1,0
17/05/2016,PANW,-0.004973,0,1,0
18/05/2016,PANW,0.01999,0,1,0
19/05/2016,PANW,0.017989,0,1,0
20/05/2016,PANW,0.018318,0,1,0
23/05/2016,PANW,0.01559,0,1,0
24/05/2016,PANW,0.014864,0,1,0
25/05/2016,PANW,-0.002875,0,1,0
26/05/2016,PANW,0.017091,0,1,0
27/05/2016,PANW,-0.123633,0,1,0
31/05/2016,PANW,0.00462,0,1,0
01/06/2016,PANW,0.030737,0,1,0
02/06/2016,PANW,0.046553,0,1,0
03/06/2016,PANW,-0.007745,0,1,0
06/06/2016,PANW,-0.000286,0,1,0
07/06/2016,PANW,-0.016762,0,1,0
08/06/2016,PANW,-0.002113,0,1,0
09/06/2016,PANW,-0.015551,0,1,0
10/06/2016,PANW,-0.02655,0,1,0
13/06/2016,PANW,0.003428,0,1,0
14/06/2016,PANW,-0.011161,0,1,0
15/06/2016,PANW,0.006373,0,1,0
16/06/2016,PANW,-0.008469,0,1,0
17/06/2016,PANW,-0.012773,0,1,0
20/06/2016,PANW,-0.001091,0,1,0
21/06/2016,PANW,-0.010066,0,1,0
22/06/2016,PANW,-0.018286,0,1,0
23/06/2016,PANW,0.016861,0,1,0
24/06/2016,PANW,-0.038452,0,1,0
27/06/2016,PANW,-0.041222,0,1,0
28/06/2016,PANW,0.014217,0,1,0
29/06/2016,PANW,0.040365,0,1,0
30/06/2016,PANW,-0.004545,0,1,0
01/07/2016,PANW,-0.012802,0,1,0
05/07/2016,PANW,-0.018089,0,1,0
06/07/2016,PANW,0.009169,0,1,0
07/07/2016,PANW,0.013837,0,1,0
08/07/2016,PANW,0.035435,0,1,0
11/07/2016,PANW,0.016516,0,1,0
12/07/2016,PANW,-0.008827,0,1,0
13/07/2016,PANW,0.003546,0,1,0
14/07/2016,PANW,-0.021282,0,1,0
15/07/2016,PANW,-0.007703,0,1,0
18/07/2016,PANW,0.002911,0,1,0
19/07/2016,PANW,0.011529,0,1,0
20/07/2016,PANW,0.032281,0,1,0
21/07/2016,PANW,-0.022469,0,1,0
22/07/2016,PANW,0.022828,0,1,0
25/07/2016,PANW,0.015677,0,1,0
26/07/2016,PANW,0.010949,0,1,0
27/07/2016,PANW,-0.014215,0,1,0
28/07/2016,PANW,0.012207,0,1,0
29/07/2016,PANW,-0.013417,0,1,0
01/08/2016,PANW,-0.018412,0,1,0
02/08/2016,PANW,-0.0007,0,1,0
03/08/2016,PANW,0.009502,0,1,0
04/08/2016,PANW,0.014119,0,1,0
05/08/2016,PANW,0.002587,0,1,0
08/08/2016,PANW,-0.025649,0,1,0
09/08/2016,PANW,0.019003,0,1,0
10/08/2016,PANW,-0.0441,0,1,0
11/08/2016,PANW,0.003198,0,1,0
12/08/2016,PANW,0.013629,0,1,0
15/08/2016,PANW,0.030036,0,1,0
16/08/2016,PANW,0.035115,0,1,0
17/08/2016,PANW,0.003687,0,1,0
18/08/2016,PANW,0.007274,0,1,0
19/08/2016,PANW,-0.002553,0,1,0
22/08/2016,PANW,0.00585,0,1,0
23/08/2016,PANW,0.033227,0,1,0
24/08/2016,PANW,-0.012244,0,1,0
25/08/2016,PANW,0.000143,0,1,0
26/08/2016,PANW,0.002066,0,1,0
29/08/2016,PANW,0.005758,0,1,0
30/08/2016,PANW,0.013853,0,1,0
31/08/2016,PANW,-0.071663,0,1,0
01/09/2016,PANW,0.056244,0,1,0
02/09/2016,PANW,0.032134,0,1,0
06/09/2016,PANW,-0.001446,0,1,0
07/09/2016,PANW,0.016279,0,1,0
08/09/2016,PANW,-0.002376,0,1,0
09/09/2016,PANW,-0.017485,0,1,0
12/09/2016,PANW,0.018974,0,1,0
13/09/2016,PANW,-0.000612,0,1,0
14/09/2016,PANW,0.008636,0,1,0
15/09/2016,PANW,0.001079,0,1,0
16/09/2016,PANW,0.004108,0,1,0
19/09/2016,PANW,0.010999,0,1,0
20/09/2016,PANW,-0.004445,0,1,0
21/09/2016,PANW,-0.002999,0,1,0
22/09/2016,PANW,0.019783,0,1,0
23/09/2016,PANW,-0.008913,0,1,0
26/09/2016,PANW,-0.009126,0,1,0
27/09/2016,PANW,0.013748,0,1,0
28/09/2016,PANW,0.017512,0,1,0
29/09/2016,PANW,0.009834,0,1,0
30/09/2016,PANW,0.020823,0,1,0
03/10/2016,PANW,-0.001569,0,1,0
04/10/2016,PANW,0.005909,0,1,0
05/10/2016,PANW,0.008311,0,1,0
06/10/2016,PANW,-0.010846,0,1,0
07/10/2016,PANW,0.002005,0,1,0
10/10/2016,PANW,-0.001126,0,1,0
11/10/2016,PANW,-0.026668,0,1,0
12/10/2016,PANW,-0.008104,0,1,0
13/10/2016,PANW,-0.018545,0,1,0
14/10/2016,PANW,-0.005748,0,1,0
17/10/2016,PANW,-0.029836,0,1,0
18/10/2016,PANW,0.016849,0,1,0
19/10/2016,PANW,-0.002021,0,1,0
20/10/2016,PANW,0.002565,0,1,0
21/10/2016,PANW,0.010974,0,1,0
24/10/2016,PANW,0.009056,0,1,0
25/10/2016,PANW,-0.011285,0,1,0
26/10/2016,PANW,0.01088,0,1,0
27/10/2016,PANW,-0.011885,0,1,0
28/10/2016,PANW,0.012964,0,1,0
31/10/2016,PANW,0.014777,0,1,0
01/11/2016,PANW,-0.013131,0,1,0
02/11/2016,PANW,-0.03287,0,1,0
03/11/2016,PANW,-0.00831,0,1,0
04/11/2016,PANW,0.016483,0,1,0
07/11/2016,PANW,0.029932,0,1,0
08/11/2016,PANW,0.00328,0,1,0
09/11/2016,PANW,0.039822,0,1,0
10/11/2016,PANW,-0.044711,0,1,0
11/11/2016,PANW,0.02699,0,1,0
14/11/2016,PANW,0.00282,0,1,0
15/11/2016,PANW,0.019175,0,1,0
16/11/2016,PANW,0.006146,0,1,0
17/11/2016,PANW,0.023188,0,1,0
18/11/2016,PANW,-0.017057,0,1,0
21/11/2016,PANW,-0.001797,0,1,0
22/11/2016,PANW,-0.132435,0,1,0
23/11/2016,PANW,-0.000286,0,1,0
25/11/2016,PANW,0.013029,0,1,0
28/11/2016,PANW,-0.0371,0,1,0
29/11/2016,PANW,-0.019668,0,1,0
30/11/2016,PANW,0.005914,0,1,0
01/12/2016,PANW,-0.03535,0,1,0
02/12/2016,PANW,-0.022836,0,1,0
05/12/2016,PANW,0.01808,0,1,0
06/12/2016,PANW,0.003102,0,1,0
07/12/2016,PANW,0.000155,0,1,0
08/12/2016,PANW,0.009817,0,1,0
09/12/2016,PANW,-0.004363,0,1,0
12/12/2016,PANW,-0.017529,0,1,0
13/12/2016,PANW,0.011347,0,1,0
14/12/2016,PANW,-0.00797,0,1,0
15/12/2016,PANW,0.00624,0,1,0
16/12/2016,PANW,0.002403,0,1,0
19/12/2016,PANW,-0.006805,0,1,0
20/12/2016,PANW,-0.016506,0,1,0
21/12/2016,PANW,-0.001662,0,1,0
22/12/2016,PANW,-0.008326,0,1,0
23/12/2016,PANW,0.018711,0,1,0
27/12/2016,PANW,-0.002433,0,1,0
28/12/2016,PANW,-0.016681,0,1,0
29/12/2016,PANW,0.00128,0,1,0
30/12/2016,PANW,-0.000639,0,1,0
03/01/2017,PANW,0.015114,0,1,0
04/01/2017,PANW,0.00835,0,1,0
05/01/2017,PANW,0.031016,0,1,0
06/01/2017,PANW,0.023339,0,1,0
09/01/2017,PANW,-0.009848,0,1,0
10/01/2017,PANW,0.007179,0,1,0
11/01/2017,PANW,0.020939,0,1,0
12/01/2017,PANW,-0.008291,0,1,0
13/01/2017,PANW,0.015547,0,1,0
17/01/2017,PANW,-0.000217,0,1,0
18/01/2017,PANW,0.002239,0,1,0
19/01/2017,PANW,0.022773,0,1,0
20/01/2017,PANW,0.001339,0,1,0
23/01/2017,PANW,-0.008937,0,1,0
24/01/2017,PANW,0.022295,0,1,0
25/01/2017,PANW,0.014863,0,1,0
26/01/2017,PANW,-0.003901,0,1,0
27/01/2017,PANW,-0.002542,0,1,0
30/01/2017,PANW,-0.002066,0,1,0
31/01/2017,PANW,0.018498,0,1,0
01/02/2017,PANW,-0.009962,0,1,0
02/02/2017,PANW,-0.003559,0,1,0
03/02/2017,PANW,0.037439,0,1,0
06/02/2017,PANW,-0.009138,0,1,0
07/02/2017,PANW,0.003408,0,1,0
08/02/2017,PANW,0.011588,0,1,0
09/02/2017,PANW,0.023701,0,1,0
10/02/2017,PANW,-0.001286,0,1,0
13/02/2017,PANW,0.006053,0,1,0
14/02/2017,PANW,0.004353,0,1,0
15/02/2017,PANW,-0.009942,0,1,0
16/02/2017,PANW,-0.015578,0,1,0
17/02/2017,PANW,0.011966,0,1,0
21/02/2017,PANW,0.00672,0,1,0
22/02/2017,PANW,-0.00276,0,1,0
23/02/2017,PANW,-0.016927,0,1,0
24/02/2017,PANW,0.001768,0,1,0
27/02/2017,PANW,0.006143,0,1,0
28/02/2017,PANW,-0.013316,0,1,0
01/03/2017,PANW,-0.24154,0,1,0
02/03/2017,PANW,0.01111,0,1,0
03/03/2017,PANW,-0.008069,0,1,0
06/03/2017,PANW,-0.007789,0,1,0
07/03/2017,PANW,-0.003489,0,1,0
08/03/2017,PANW,0.002626,0,1,0
09/03/2017,PANW,0.004365,0,1,0
10/03/2017,PANW,0.03329,0,1,0
13/03/2017,PANW,-0.010094,0,1,0
14/03/2017,PANW,-0.008838,0,1,0
15/03/2017,PANW,0.002658,0,1,0
16/03/2017,PANW,0.000257,0,1,0
17/03/2017,PANW,-0.010002,0,1,0
20/03/2017,PANW,-0.008117,0,1,0
21/03/2017,PANW,-0.03282,0,1,0
22/03/2017,PANW,0.005581,0,1,0
23/03/2017,PANW,0.001522,0,1,0
24/03/2017,PANW,-0.001073,0,1,0
27/03/2017,PANW,0.000268,0,1,0
28/03/2017,PANW,0.009571,0,1,0
29/03/2017,PANW,0.004961,0,1,0
30/03/2017,PANW,0.000617,0,1,0
31/03/2017,PANW,-0.007225,0,1,0
03/04/2017,PANW,-0.014732,0,1,0
04/04/2017,PANW,-0.010809,0,1,0
05/04/2017,PANW,-0.016481,0,1,0
06/04/2017,PANW,0.026572,0,1,0
07/04/2017,PANW,0.011905,0,1,0
10/04/2017,PANW,0.001872,0,1,0
11/04/2017,PANW,0.00943,0,1,0
12/04/2017,PANW,-0.000793,0,1,0
13/04/2017,PANW,-0.010319,0,1,0
17/04/2017,PANW,-0.020854,0,1,0
18/04/2017,PANW,-0.007099,0,1,0
19/04/2017,PANW,0.000642,0,1,0
20/04/2017,PANW,-0.002932,0,1,0
21/04/2017,PANW,-0.002664,0,1,0
24/04/2017,PANW,0.0117,0,1,0
25/04/2017,PANW,0.005281,0,1,0
26/04/2017,PANW,-0.010236,0,1,0
27/04/2017,PANW,0.006223,0,1,0
28/04/2017,PANW,-0.014006,0,1,0
01/05/2017,PANW,9.20E-05,0,1,0
04/01/2016,QLYS,-0.033243,1,0,0
05/01/2016,QLYS,-0.005314,1,0,0
06/01/2016,QLYS,-0.027656,1,0,0
07/01/2016,QLYS,-0.057208,1,0,0
08/01/2016,QLYS,-0.017484,1,0,0
11/01/2016,QLYS,0.022331,1,0,0
12/01/2016,QLYS,0.027645,1,0,0
13/01/2016,QLYS,-0.043175,1,0,0
14/01/2016,QLYS,0.043041,1,0,0
15/01/2016,QLYS,-0.022629,1,0,0
19/01/2016,QLYS,-0.046646,1,0,0
20/01/2016,QLYS,0.013214,1,0,0
21/01/2016,QLYS,0.000705,1,0,0
22/01/2016,QLYS,0.044734,1,0,0
25/01/2016,QLYS,-0.008766,1,0,0
26/01/2016,QLYS,-0.003741,1,0,0
27/01/2016,QLYS,-0.046774,1,0,0
28/01/2016,QLYS,-0.07235,1,0,0
29/01/2016,QLYS,0.003475,1,0,0
01/02/2016,QLYS,0.03309,1,0,0
02/02/2016,QLYS,-0.017132,1,0,0
03/02/2016,QLYS,-0.035998,1,0,0
04/02/2016,QLYS,-0.010613,1,0,0
05/02/2016,QLYS,-0.047676,1,0,0
08/02/2016,QLYS,-0.060909,1,0,0
09/02/2016,QLYS,-0.228787,1,0,0
10/02/2016,QLYS,0.151498,1,0,0
11/02/2016,QLYS,0.042021,1,0,0
12/02/2016,QLYS,-0.004321,1,0,0
16/02/2016,QLYS,0.060752,1,0,0
17/02/2016,QLYS,0.042727,1,0,0
18/02/2016,QLYS,-0.01177,1,0,0
19/02/2016,QLYS,0.016321,1,0,0
22/02/2016,QLYS,0.013021,1,0,0
23/02/2016,QLYS,-0.005998,1,0,0
24/02/2016,QLYS,0.031897,1,0,0
25/02/2016,QLYS,0.012114,1,0,0
26/02/2016,QLYS,0.036319,1,0,0
29/02/2016,QLYS,-0.005576,1,0,0
01/03/2016,QLYS,0.064077,1,0,0
02/03/2016,QLYS,0.005645,1,0,0
03/03/2016,QLYS,-0.004491,1,0,0
04/03/2016,QLYS,-0.009398,1,0,0
07/03/2016,QLYS,-0.012903,1,0,0
08/03/2016,QLYS,-0.021915,1,0,0
09/03/2016,QLYS,0.003931,1,0,0
10/03/2016,QLYS,-0.050117,1,0,0
11/03/2016,QLYS,0.046579,1,0,0
14/03/2016,QLYS,0.007877,1,0,0
15/03/2016,QLYS,-0.023056,1,0,0
16/03/2016,QLYS,0.0296,1,0,0
17/03/2016,QLYS,0.017483,1,0,0
18/03/2016,QLYS,0.018709,1,0,0
21/03/2016,QLYS,-0.031109,1,0,0
22/03/2016,QLYS,0.00116,1,0,0
23/03/2016,QLYS,-0.040572,1,0,0
24/03/2016,QLYS,0.011277,1,0,0
28/03/2016,QLYS,-0.017523,1,0,0
29/03/2016,QLYS,0.020268,1,0,0
30/03/2016,QLYS,-0.003178,1,0,0
31/03/2016,QLYS,0.008768,1,0,0
01/04/2016,QLYS,0.01778,1,0,0
04/04/2016,QLYS,0.009705,1,0,0
05/04/2016,QLYS,-0.021146,1,0,0
06/04/2016,QLYS,0.025138,1,0,0
07/04/2016,QLYS,-0.0341,1,0,0
08/04/2016,QLYS,-0.009123,1,0,0
11/04/2016,QLYS,-0.018014,1,0,0
12/04/2016,QLYS,-0.015491,1,0,0
13/04/2016,QLYS,0.035197,1,0,0
14/04/2016,QLYS,-0.0116,1,0,0
15/04/2016,QLYS,0.002833,1,0,0
18/04/2016,QLYS,0.026231,1,0,0
19/04/2016,QLYS,-0.040897,1,0,0
20/04/2016,QLYS,0.01435,1,0,0
21/04/2016,QLYS,0.008084,1,0,0
22/04/2016,QLYS,-0.00401,1,0,0
25/04/2016,QLYS,0.010467,1,0,0
26/04/2016,QLYS,0.004382,1,0,0
27/04/2016,QLYS,0.006347,1,1,1
28/04/2016,QLYS,0.007489,1,1,1
29/04/2016,QLYS,-0.014867,1,1,1
02/05/2016,QLYS,0.032168,1,1,1
03/05/2016,QLYS,-0.010773,1,1,1
04/05/2016,QLYS,0.013224,1,1,1
05/05/2016,QLYS,-0.007677,1,1,1
06/05/2016,QLYS,-0.003482,1,1,1
09/05/2016,QLYS,0.003494,1,1,1
10/05/2016,QLYS,0.007737,1,1,1
11/05/2016,QLYS,-0.004606,1,1,1
12/05/2016,QLYS,0.021982,1,1,1
13/05/2016,QLYS,0.004528,1,1,1
16/05/2016,QLYS,0.030428,1,1,1
17/05/2016,QLYS,-0.010572,1,1,1
18/05/2016,QLYS,0.018055,1,1,1
19/05/2016,QLYS,0.007239,1,1,1
20/05/2016,QLYS,0.045994,1,1,1
23/05/2016,QLYS,0.01855,1,1,1
24/05/2016,QLYS,0.010793,1,1,1
25/05/2016,QLYS,0.019019,1,1,1
26/05/2016,QLYS,0.007204,1,1,1
27/05/2016,QLYS,0.001951,1,1,1
31/05/2016,QLYS,0.012005,1,1,1
01/06/2016,QLYS,0.008015,1,1,1
02/06/2016,QLYS,0.021947,1,1,1
03/06/2016,QLYS,0.002179,1,1,1
06/06/2016,QLYS,-0.001863,1,1,1
07/06/2016,QLYS,0.00809,1,1,1
08/06/2016,QLYS,-0.002469,1,1,1
09/06/2016,QLYS,-0.006807,1,1,1
10/06/2016,QLYS,-0.01028,1,1,1
13/06/2016,QLYS,0.003462,1,1,1
14/06/2016,QLYS,0.006587,1,1,1
15/06/2016,QLYS,-0.00187,1,1,1
16/06/2016,QLYS,-0.003434,1,1,1
17/06/2016,QLYS,-0.041667,1,1,1
20/06/2016,QLYS,0.014384,1,1,1
21/06/2016,QLYS,0.016436,1,1,1
22/06/2016,QLYS,-0.008244,1,1,1
23/06/2016,QLYS,0.016304,1,1,1
24/06/2016,QLYS,-0.05442,1,1,1
27/06/2016,QLYS,-0.040918,1,1,1
28/06/2016,QLYS,-0.000347,1,1,1
29/06/2016,QLYS,0.021166,1,1,1
30/06/2016,QLYS,0.012912,1,1,1
01/07/2016,QLYS,0.01845,1,1,1
05/07/2016,QLYS,-0.003294,1,1,1
06/07/2016,QLYS,-0.006279,1,1,1
07/07/2016,QLYS,0.003658,1,1,1
08/07/2016,QLYS,0.017561,1,1,1
11/07/2016,QLYS,0.02084,1,1,1
12/07/2016,QLYS,0.001914,1,1,1
13/07/2016,QLYS,-0.006049,1,1,1
14/07/2016,QLYS,0,1,1,1
15/07/2016,QLYS,0.00032,1,1,1
18/07/2016,QLYS,0.003202,1,1,1
19/07/2016,QLYS,-0.016598,1,1,1
20/07/2016,QLYS,0.015579,1,1,1
21/07/2016,QLYS,-0.003835,1,1,1
22/07/2016,QLYS,0.013154,1,1,1
25/07/2016,QLYS,-0.0057,1,1,1
26/07/2016,QLYS,-0.005732,1,1,1
27/07/2016,QLYS,0.008969,1,1,1
28/07/2016,QLYS,0.005397,1,1,1
29/07/2016,QLYS,-0.008841,1,1,1
01/08/2016,QLYS,0.00446,1,1,1
02/08/2016,QLYS,-0.018395,1,1,1
03/08/2016,QLYS,-0.020355,1,1,1
04/08/2016,QLYS,0.055409,1,1,1
05/08/2016,QLYS,-0.005,1,1,1
08/08/2016,QLYS,-0.014133,1,1,1
09/08/2016,QLYS,-0.010513,1,1,1
10/08/2016,QLYS,0.007727,1,1,1
11/08/2016,QLYS,-0.019169,1,1,1
12/08/2016,QLYS,-0.015309,1,1,1
15/08/2016,QLYS,0.013232,1,1,1
16/08/2016,QLYS,0.07509,1,1,1
17/08/2016,QLYS,-0.009414,1,1,1
18/08/2016,QLYS,0.050276,1,1,1
19/08/2016,QLYS,0.011384,1,1,1
22/08/2016,QLYS,0.005483,1,1,1
23/08/2016,QLYS,0.024397,1,1,1
24/08/2016,QLYS,-0.02886,1,1,1
25/08/2016,QLYS,0.007501,1,1,1
26/08/2016,QLYS,0.008877,1,1,1
29/08/2016,QLYS,-0.007664,1,1,1
30/08/2016,QLYS,-0.008867,1,1,1
31/08/2016,QLYS,-0.007215,1,1,1
01/09/2016,QLYS,0.018895,1,1,1
02/09/2016,QLYS,0.013695,1,1,1
06/09/2016,QLYS,0.021109,1,1,1
07/09/2016,QLYS,0.001103,1,1,1
08/09/2016,QLYS,-0.004405,1,1,1
09/09/2016,QLYS,-0.021847,1,1,1
12/09/2016,QLYS,0.004241,1,1,1
13/09/2016,QLYS,-0.001126,1,1,1
14/09/2016,QLYS,-0.002255,1,1,1
15/09/2016,QLYS,0.00678,1,1,1
16/09/2016,QLYS,0.025814,1,1,1
19/09/2016,QLYS,-0.014223,1,1,1
20/09/2016,QLYS,0.007492,1,1,1
21/09/2016,QLYS,0.019278,1,1,1
22/09/2016,QLYS,0.007836,1,1,1
23/09/2016,QLYS,-0.001609,1,1,1
26/09/2016,QLYS,-0.004028,1,1,1
27/09/2016,QLYS,0.027231,1,1,1
28/09/2016,QLYS,-0.005249,1,1,1
29/09/2016,QLYS,-0.010554,1,1,1
30/09/2016,QLYS,0.0184,1,1,1
03/10/2016,QLYS,-0.000786,1,1,1
04/10/2016,QLYS,0.016509,1,1,1
05/10/2016,QLYS,0.004898,1,1,1
06/10/2016,QLYS,-0.010518,1,1,1
07/10/2016,QLYS,-0.000259,1,1,1
10/10/2016,QLYS,0.001037,1,1,1
11/10/2016,QLYS,-0.001295,1,1,1
